2018-04-09 00:00:02,0.0414,0.0424,0.0028,0.0002,0.0018,0.0007,0.0505,0.0361,0.0833,0.0571,0,0,0.1875,-2.4375,0,0
2018-04-09 00:00:04,0.0395,0.0415,0.0018,0,0.001,0.0001,0.0632,0.0313,0.0792,0.0483,0,0,-0.125,-2.6875,0,0
2018-04-09 00:00:08,0.0368,0.042,0.0014,0,0.0004,0.0002,0.0621,0.0347,0.0842,0.05,0,0,-0.1875,-2.6875,0,0
2018-04-09 00:00:09,0.0372,0.0425,0.0014,0,0.0002,0.0003,0.0616,0.0339,0.0774,0.046,0,0,-0.1875,-2.75,0,0
2018-04-09 00:00:10,0.033,0.0382,0.0008,0.0001,0.0001,0.0005,0.0574,0.0284,0.0731,0.0427,0,0,-0.1875,-2.6875,0,0
2018-04-09 00:00:11,0.0317,0.0348,0.0011,0.0004,0.0004,0.0007,0.054,0.0244,0.0784,0.0428,0,0,-0.1875,-2.6875,0,0
2018-04-09 00:00:13,0.0314,0.0383,0.0011,0.0022,0.0003,0.0001,0.0547,0.028,0.0807,0.0445,0,0,-0.1875,-2.75,0,0
2018-04-09 00:00:16,0.0349,0.0412,0.0008,0.0009,0.0003,0.0001,0.0564,0.0301,0.0832,0.0487,0,0,-0.1875,-2.75,0,0
2018-04-09 00:00:18,0.0298,0.0384,0.0003,0,0.0003,0.0004,0.0536,0.0274,0.0825,0.0444,0,0,-0.25,-2.75,0,0
2018-04-09 00:00:19,0.0317,0.0423,0.0014,0,0.0005,0.0004,0.0588,0.0314,0.085,0.048,0,0,-0.25,-2.75,0,0
2018-04-09 00:00:20,0.0355,0.0417,0.0014,0.0005,0.0003,0.0002,0.0645,0.0382,0.0845,0.0478,0,0,-0.25,-2.6875,0,0
2018-04-09 00:00:21,0.035,0.0401,0.0011,0.0002,0.0008,0.0006,0.0615,0.0365,0.0872,0.0493,0,0,-0.25,-2.6875,0,0
2018-04-09 00:00:22,0.0319,0.0399,0.0009,0,0.0001,0.0001,0.0599,0.037,0.0846,0.0496,0,0,-0.25,-2.6875,0,0
2018-04-09 00:00:23,0.0314,0.0389,0.0005,0.0002,0.0005,0.0001,0.0567,0.0327,0.0826,0.0475,0,0,-0.25,-2.6875,0,0
2018-04-09 00:00:24,0.032,0.0356,0.0005,0.0006,0.0004,0,0.0534,0.0329,0.0835,0.0413,0,0,-0.25,-2.6875,0,0
